Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold
0.0,0.39999999999999997,0.426829268292683,0.41162227602905577,0.625,0.33333333333333326,0.9393939393939412,0.8833333333333329,0.46666666666666673,0.436071649166152,0.0,0.0885478158205431,0.3642213642213642,0.29729729729729726,0.6330615270570793,0.0,0.5955056179775281,0.5,0.0,0.5,1.0,0.6666666666666667,0.0,0.7142857142857142,0.0,0.9270833333333321,0.5,0.5257452574525745,0.0,0.3765432098765432,0.0,0.0,0.0,0.0,,0.0,0.09090909090909091,0.5
0.001374570446735395,0.39999999999999997,0.46341463414634154,0.6234866828087168,0.625,0.33333333333333326,0.9191919191919204,0.8666666666666671,0.38571428571428573,0.30018529956763434,0.0,0.256198347107438,0.4054054054054054,0.3428165007112376,0.6419570051890289,0.0,0.6310861423220974,0.5,0.0,0.5,1.0,0.6666666666666667,0.0,0.42857142857142855,0.5,0.90625,0.5,0.6070460704607046,0.0,0.25925925925925924,0.0,0.0,0.0,0.0,,0.0,0.7272727272727273,0.5
0.0027491408934707906,0.39999999999999997,0.6585365853658537,0.8512409200968523,0.75,0.33333333333333326,0.9090909090909101,0.8333333333333357,0.8333333333333334,0.4045707226683138,0.0,0.2892561983471074,0.5501930501930502,0.5028449502133713,0.7805782060785766,0.0,0.8239700374531834,0.5,0.0,0.5,1.0,1.0,0.0,0.857142857142857,0.5,0.8958333333333321,1.0,0.9159891598915988,0.4752475247524752,0.5185185185185185,0.0,0.0,0.0,0.0,,0.0,0.9999999999999999,0.5
0.004123711340206186,0.0,0.5487804878048781,0.5352602905569007,0.75,0.33333333333333326,0.9494949494949516,0.9166666666666643,0.4428571428571429,0.8455836936380482,0.0,0.1871310507674144,0.8983268983268984,0.8933143669985775,0.0,0.0,0.5880149812734082,0.5,0.0,0.5,0.0,0.6666666666666667,0.0,0.5714285714285714,0.5,0.9375,0.5,0.6449864498644986,0.6311881188118812,0.35185185185185186,0.0,0.0,0.0,0.0,,0.0,0.6363636363636364,0.25
0.006872852233676977,0.0,0.4878048780487805,0.6197033898305085,0.375,0.33333333333333326,0.5555555555555571,0.25,0.0,0.5596046942557135,0.0,0.07910271546635182,0.48262548262548266,0.4281650071123756,0.0,0.0,0.2818352059925094,0.5,0.0,0.0,0.0,0.6666666666666667,0.0,0.28571428571428564,0.0,0.53125,0.0,0.30352303523035223,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.09090909090909091,0.5
0.00893470790378007,0.0,0.7439024390243903,0.5782384987893463,0.625,0.33333333333333326,0.9696969696969688,0.9500000000000028,0.7285714285714286,0.0,0.0,0.8819362455726092,0.7747747747747747,0.7510668563300142,0.0,0.0,0.4943820224719101,0.0,0.0,0.5,0.0,0.6666666666666667,0.0,0.5714285714285714,0.5,0.9583333333333321,1.0,0.9214092140921408,0.39603960396039606,0.2037037037037037,0.0,0.0,0.0,0.0,,0.0,0.6363636363636364,0.25
0.012371134020618558,0.0,0.4390243902439025,0.8084897094430994,0.375,0.33333333333333326,0.9494949494949516,0.8999999999999986,0.0,0.39901173563928355,0.0,0.2762691853600944,0.5302445302445302,0.48079658605974396,0.0,0.0,0.31647940074906367,0.5,0.0,0.0,1.0,0.6666666666666667,0.0,0.42857142857142855,0.0,0.9375,0.5,0.5636856368563685,0.0,0.6296296296296295,0.0,0.0,0.0,0.0,,0.0,0.4545454545454545,0.5
0.013058419243986256,0.0,0.4878048780487805,0.3442796610169492,0.375,0.6666666666666667,0.4848484848484844,0.25,0.0,0.3113032736256949,0.0,0.3099173553719008,0.47554697554697556,0.6408250355618776,0.0,0.0,0.42181647940074907,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.42857142857142855,0.0,0.45833333333333215,0.0,0.18157181571815717,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.36363636363636365,0.75
0.013745704467353953,0.39999999999999997,0.8658536585365854,0.847835956416465,0.75,0.33333333333333326,0.9595959595959584,0.93333333333333,0.9047619047619049,0.0,0.0,0.6835891381345927,0.5585585585585585,0.5120910384068279,0.9028910303928835,0.0,0.9073033707865169,0.0,0.0,1.0,1.0,1.0,0.0,0.857142857142857,0.5,0.9479166666666643,1.0,0.9390243902439024,0.594059405940594,0.9506172839506173,0.0,0.0,0.0,0.0,,0.0,0.9090909090909091,0.0
0.015807560137457044,1.0,0.1707317073170732,0.09185835351089588,0.375,0.9999999999999998,0.6666666666666679,0.43333333333333,0.0,0.5188387893761581,0.0,0.11806375442739078,0.48262548262548266,0.4423897581792319,0.0,0.0,0.29119850187265917,0.5,0.0,0.0,0.0,0.6666666666666667,0.0,0.42857142857142855,0.5,0.6458333333333321,0.5,0.5582655826558265,0.24752475247524752,0.6790123456790123,0.0,0.0,0.0,0.0,,0.0,0.4545454545454545,0.25
0.018556701030927835,0.0,0.8292682926829268,0.6407384987893463,0.75,0.33333333333333326,0.9797979797979792,0.9666666666666686,0.4761904761904762,0.7523162445954293,0.0,0.2868949232585596,0.9099099099099099,0.9004267425320058,0.0,0.0,0.5926966292134832,0.5,0.0,0.5,0.0,0.6666666666666667,0.0,0.5714285714285714,0.5,0.9791666666666643,1.0,0.8292682926829267,0.0,0.30864197530864196,0.0,0.0,0.0,0.0,,0.0,0.36363636363636365,1.0
0.021993127147766325,0.0,0.6707317073170732,0.6082778450363197,0.75,0.33333333333333326,0.9797979797979792,0.9500000000000028,0.0,0.0,0.0,0.7284533648170012,0.6074646074646074,0.566145092460882,0.0,0.0,0.37265917602996257,0.0,0.0,0.5,0.0,0.6666666666666667,0.0,0.5714285714285714,0.0,0.96875,0.5,0.43902439024390244,0.0,0.18518518518518517,0.0,0.0,0.0,0.0,,0.0,0.0,0.5
0.02336769759450172,1.0,0.36585365853658536,0.3255901937046005,0.875,0.33333333333333326,0.9595959595959584,0.9166666666666643,0.5857142857142857,0.7121680049413218,0.0,0.2408500590318772,0.8178893178893178,0.798719772403983,0.0,0.0,0.525749063670412,0.5,0.0,0.5,0.0,0.3333333333333333,0.0,0.42857142857142855,0.5,0.9479166666666643,0.5,0.5365853658536586,0.5024752475247525,0.2901234567901234,0.0,0.0,0.0,0.0,,0.0,0.6363636363636364,0.25
0.024054982817869417,0.39999999999999997,0.951219512195122,0.7875302663438257,0.75,0.33333333333333326,0.9494949494949516,0.9166666666666643,0.31428571428571433,0.0,0.0,0.6593860684769776,0.5321750321750321,0.49359886201991465,0.9785025945144551,0.0,0.9428838951310862,0.0,0.0,1.0,1.0,1.0,0.0,0.857142857142857,0.5,0.9375,1.0,0.7195121951219512,0.27970297029702973,0.19753086419753085,0.0,0.0,0.0,0.0,,0.0,0.7272727272727273,0.0
0.024742268041237116,0.0,1.0,0.5939013317191284,0.375,0.33333333333333326,0.8484848484848477,0.75,0.0,0.0,0.0,0.6475796930342385,0.5193050193050193,0.46870554765291605,0.0,0.0,0.30852059925093633,0.0,0.0,0.0,1.0,0.6666666666666667,0.0,0.42857142857142855,0.0,0.84375,0.5,0.6937669376693767,0.9702970297029703,0.3950617283950617,0.0,0.0,0.0,0.0,,0.0,0.4545454545454545,0.75
